
---------- Begin Simulation Statistics ----------
simSeconds                                   0.402938                       # Number of seconds simulated (Second)
simTicks                                 402937803000                       # Number of ticks simulated (Tick)
finalTick                                402937803000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                    237.07                       # Real time elapsed on the host (Second)
hostTickRate                               1699655189                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    8558240                       # Number of bytes of host memory used (Byte)
simInsts                                     53158160                       # Number of instructions simulated (Count)
simOps                                       60648610                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   224229                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     255825                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                        402937939                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               7.571260                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               0.132078                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                        61438532                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                    65730                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                       69651160                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                   2064                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined               855651                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined            599574                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                  28                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples           242657787                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               0.287035                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              0.893126                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::underflows                0      0.00%      0.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::0                 209350684     86.27%     86.27% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::1                  16250181      6.70%     92.97% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::2                   7675283      3.16%     96.13% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::3                   3859835      1.59%     97.72% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::4                   2860536      1.18%     98.90% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::5                   1199479      0.49%     99.40% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::6                   1249143      0.51%     99.91% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::7                    164657      0.07%     99.98% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::8                     47989      0.02%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::overflows                 0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::min_value                 0                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::max_value                 8                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::total             242657787                       # Number of insts issued each cycle (Count)
system.cpu.statFuBusy::No_OpClass                   0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntAlu                   34364      2.29%      2.29% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntMult                   6183      0.41%      2.70% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntDiv                       0      0.00%      2.70% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatAdd                     0      0.00%      2.70% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCmp                     0      0.00%      2.70% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCvt                     0      0.00%      2.70% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMult                32766      2.18%      4.88% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMultAcc                 0      0.00%      4.88% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatDiv                     0      0.00%      4.88% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMisc                    0      0.00%      4.88% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatSqrt                    0      0.00%      4.88% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdAdd                      0      0.00%      4.88% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdAddAcc                   0      0.00%      4.88% # attempts to use FU when none available (Count)
