
---------- Begin Simulation Statistics ----------
simSeconds                                   0.204209                       # Number of seconds simulated (Second)
simTicks                                 204209087000                       # Number of ticks simulated (Tick)
finalTick                                204209087000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                    116.05                       # Real time elapsed on the host (Second)
hostTickRate                               1759604720                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    8557212                       # Number of bytes of host memory used (Byte)
simInsts                                     27434223                       # Number of instructions simulated (Count)
simOps                                       30105125                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   236392                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     259406                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                        204209153                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               7.433819                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               0.134520                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                        31221840                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                    68290                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                       33210500                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                    275                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined              1185004                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined            816789                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                  46                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples           116189856                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               0.285830                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              0.893611                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::underflows                0      0.00%      0.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::0                 100215848     86.25%     86.25% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::1                   7890695      6.79%     93.04% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::2                   3680296      3.17%     96.21% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::3                   1902627      1.64%     97.85% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::4                   1193206      1.03%     98.87% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::5                    541161      0.47%     99.34% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::6                    612864      0.53%     99.87% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::7                    129753      0.11%     99.98% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::8                     23406      0.02%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::overflows                 0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::min_value                 0                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::max_value                 8                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::total             116189856                       # Number of insts issued each cycle (Count)
system.cpu.statFuBusy::No_OpClass                   0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntAlu                   17187      6.55%      6.55% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntMult                   3039      1.16%      7.71% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntDiv                      19      0.01%      7.72% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatAdd                     0      0.00%      7.72% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCmp                     0      0.00%      7.72% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCvt                     0      0.00%      7.72% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMult                 8178      3.12%     10.83% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMultAcc                 0      0.00%     10.83% # attempts to use FU when none available (Count)
