
---------- Begin Simulation Statistics ----------
simSeconds                                   0.097184                       # Number of seconds simulated (Second)
simTicks                                  97184234000                       # Number of ticks simulated (Tick)
finalTick                                 97184234000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                     56.76                       # Real time elapsed on the host (Second)
hostTickRate                               1712183017                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    8556192                       # Number of bytes of host memory used (Byte)
simInsts                                     12937879                       # Number of instructions simulated (Count)
simOps                                       14407757                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   227938                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     253834                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                         97184274                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               7.502684                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               0.133286                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                        14641306                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                    16537                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                       16031384                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                    526                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined               250085                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined            179775                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                  25                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples            57381092                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               0.279384                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              0.881430                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::underflows                0      0.00%      0.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::0                  49690517     86.60%     86.60% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::1                   3730090      6.50%     93.10% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::2                   1835359      3.20%     96.30% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::3                    916138      1.60%     97.89% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::4                    577537      1.01%     98.90% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::5                    281487      0.49%     99.39% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::6                    297044      0.52%     99.91% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::7                     41045      0.07%     99.98% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::8                     11875      0.02%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::overflows                 0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::min_value                 0                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::max_value                 8                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::total              57381092                       # Number of insts issued each cycle (Count)
system.cpu.statFuBusy::No_OpClass                   0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntAlu                    8781      3.90%      3.90% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntMult                   1521      0.68%      4.58% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntDiv                       0      0.00%      4.58% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatAdd                     0      0.00%      4.58% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCmp                     0      0.00%      4.58% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCvt                     0      0.00%      4.58% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMult                 2048      0.91%      5.49% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMultAcc                 0      0.00%      5.49% # attempts to use FU when none available (Count)
