
---------- Begin Simulation Statistics ----------
simSeconds                                   0.098453                       # Number of seconds simulated (Second)
simTicks                                  98453271000                       # Number of ticks simulated (Tick)
finalTick                                 98453271000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                     55.81                       # Real time elapsed on the host (Second)
hostTickRate                               1764078098                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    8556192                       # Number of bytes of host memory used (Byte)
simInsts                                     13135639                       # Number of instructions simulated (Count)
simOps                                       14605517                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   235363                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     261700                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                         98453311                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               7.486359                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               0.133576                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                        14838607                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                    16536                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                       16194231                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                    147                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined               249625                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined            177544                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                  24                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples            58101759                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               0.278722                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              0.882658                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::underflows                0      0.00%      0.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::0                  50318170     86.60%     86.60% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::1                   3808229      6.55%     93.16% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::2                   1840294      3.17%     96.33% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::3                    942770      1.62%     97.95% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::4                    537247      0.92%     98.87% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::5                    276199      0.48%     99.35% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::6                    316725      0.55%     99.89% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::7                     50229      0.09%     99.98% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::8                     11896      0.02%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::overflows                 0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::min_value                 0                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::max_value                 8                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::total              58101759                       # Number of insts issued each cycle (Count)
system.cpu.statFuBusy::No_OpClass                   0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntAlu                    8781      4.59%      4.59% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntMult                   1521      0.80%      5.39% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntDiv                       0      0.00%      5.39% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatAdd                     0      0.00%      5.39% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCmp                     0      0.00%      5.39% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCvt                     0      0.00%      5.39% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMult                 2038      1.07%      6.45% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMultAcc                 0      0.00%      6.45% # attempts to use FU when none available (Count)
