
---------- Begin Simulation Statistics ----------
simSeconds                                   0.200653                       # Number of seconds simulated (Second)
simTicks                                 200653460000                       # Number of ticks simulated (Tick)
finalTick                                200653460000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                    116.91                       # Real time elapsed on the host (Second)
hostTickRate                               1716347476                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    8557216                       # Number of bytes of host memory used (Byte)
simInsts                                     26828969                       # Number of instructions simulated (Count)
simOps                                       30028139                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   229489                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     256854                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                        200653544                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               7.470451                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               0.133861                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                        30450732                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                    32934                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                       33451926                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                    601                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined               455526                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined            316314                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                  26                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples           119478927                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               0.279982                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              0.884591                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::underflows                0      0.00%      0.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::0                 103383211     86.53%     86.53% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::1                   7909124      6.62%     93.15% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::2                   3765048      3.15%     96.30% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::3                   1977580      1.66%     97.95% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::4                   1089033      0.91%     98.87% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::5                    558074      0.47%     99.33% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::6                    668191      0.56%     99.89% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::7                    105010      0.09%     99.98% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::8                     23656      0.02%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::overflows                 0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::min_value                 0                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::max_value                 8                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::total             119478927                       # Number of insts issued each cycle (Count)
system.cpu.statFuBusy::No_OpClass                   0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntAlu                   17208      4.45%      4.45% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntMult                   3039      0.79%      5.24% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntDiv                       0      0.00%      5.24% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatAdd                     0      0.00%      5.24% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCmp                     0      0.00%      5.24% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCvt                     0      0.00%      5.24% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMult                 8152      2.11%      7.35% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMultAcc                 0      0.00%      7.35% # attempts to use FU when none available (Count)
