
---------- Begin Simulation Statistics ----------
simSeconds                                   0.196354                       # Number of seconds simulated (Second)
simTicks                                 196353645000                       # Number of ticks simulated (Tick)
finalTick                                196353645000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                    111.75                       # Real time elapsed on the host (Second)
hostTickRate                               1757120479                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    8557212                       # Number of bytes of host memory used (Byte)
simInsts                                     26305887                       # Number of instructions simulated (Count)
simOps                                       28966166                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   235405                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     259211                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                        196353709                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               7.457652                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               0.134090                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                        29366265                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                    42316                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                       31901127                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                    221                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined               442414                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined            301997                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                  56                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples           113318224                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               0.281518                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              0.885557                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::underflows                0      0.00%      0.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::0                  97913495     86.41%     86.41% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::1                   7588907      6.70%     93.10% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::2                   3568901      3.15%     96.25% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::3                   1997597      1.76%     98.02% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::4                   1005625      0.89%     98.90% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::5                    490850      0.43%     99.34% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::6                    614252      0.54%     99.88% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::7                     89411      0.08%     99.96% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::8                     49186      0.04%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::overflows                 0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::min_value                 0                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::max_value                 8                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::total             113318224                       # Number of insts issued each cycle (Count)
system.cpu.statFuBusy::No_OpClass                   0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntAlu                   21370      7.20%      7.20% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntMult                   3039      1.02%      8.22% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntDiv                       0      0.00%      8.22% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatAdd                     0      0.00%      8.22% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCmp                     0      0.00%      8.22% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCvt                     0      0.00%      8.22% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMult                    2      0.00%      8.22% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMultAcc                 0      0.00%      8.22% # attempts to use FU when none available (Count)
