
---------- Begin Simulation Statistics ----------
simSeconds                                   0.197326                       # Number of seconds simulated (Second)
simTicks                                 197326431000                       # Number of ticks simulated (Tick)
finalTick                                197326431000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                    114.04                       # Real time elapsed on the host (Second)
hostTickRate                               1730250945                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    8557216                       # Number of bytes of host memory used (Byte)
simInsts                                     27092328                       # Number of instructions simulated (Count)
simOps                                       29751065                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   237558                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     260871                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                        197326496                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               7.278287                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               0.137395                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                        30125839                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                    68284                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                       32380988                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                    214                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined               443057                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined            303414                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                  40                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples           115853948                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               0.279498                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              0.885409                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::underflows                0      0.00%      0.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::0                 100292126     86.57%     86.57% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::1                   7656357      6.61%     93.18% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::2                   3626556      3.13%     96.31% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::3                   1873437      1.62%     97.92% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::4                   1108169      0.96%     98.88% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::5                    543139      0.47%     99.35% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::6                    616022      0.53%     99.88% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::7                     98431      0.08%     99.97% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::8                     39711      0.03%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::overflows                 0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::min_value                 0                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::max_value                 8                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::total             115853948                       # Number of insts issued each cycle (Count)
system.cpu.statFuBusy::No_OpClass                   0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntAlu                   17272      5.33%      5.33% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntMult                   3039      0.94%      6.27% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntDiv                       0      0.00%      6.27% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatAdd                     0      0.00%      6.27% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCmp                     0      0.00%      6.27% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCvt                     0      0.00%      6.27% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMult                 8192      2.53%      8.80% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMultAcc                 0      0.00%      8.80% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatDiv                     0      0.00%      8.80% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMisc                    0      0.00%      8.80% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatSqrt                    0      0.00%      8.80% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdAdd                      0      0.00%      8.80% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdAddAcc                   0      0.00%      8.80% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdAlu                      0      0.00%      8.80% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdCmp                      0      0.00%      8.80% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdCvt                      0      0.00%      8.80% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdMisc                     0      0.00%      8.80% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdMult                     0      0.00%      8.80% # attempts to use FU when none available (Count)
